Run,AvgSpotLen,Bases,BioProject,BioSample,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,SRA Study,ArrayExpress-SPECIES
ERR755296,250,7256672750,PRJEB1254,SAMEA2661302,ERX698928,Illumina HiSeq 2000,12334698,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia 'Massoko littoral'
ERR755298,250,6812965500,PRJEB1254,SAMEA2661323,ERX698930,Illumina HiSeq 2000,12334722,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia 'Massoko littoral'
ERR755301,250,6441971750,PRJEB1254,SAMEA2661348,ERX698933,Illumina HiSeq 2000,12334758,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia 'Massoko benthic'
ERR755303,250,6524617750,PRJEB1254,SAMEA2661361,ERX698935,Illumina HiSeq 2000,12334782,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia 'Massoko benthic'
ERR755304,250,6503625500,PRJEB1254,SAMEA2661364,ERX698936,Illumina HiSeq 2000,12334699,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia 'Massoko benthic'
ERR755306,250,6108458000,PRJEB1254,SAMEA2661401,ERX698938,Illumina HiSeq 2000,12334723,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia 'Massoko olive'
ERR266450,200,5075754600,PRJEB1254,SAMEA1877464,ERX240946,Illumina HiSeq 2000,6526384,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266451,200,5553444200,PRJEB1254,SAMEA1877494,ERX240947,Illumina HiSeq 2000,6526396,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266452,200,4028533200,PRJEB1254,SAMEA1877472,ERX240948,Illumina HiSeq 2000,6526408,PAIRED,RANDOM,GENOMIC,Otopharynx brooksi,ILLUMINA,ERP002088,Otopharynx brooksi nkhata
ERR266454,200,5349108400,PRJEB1254,SAMEA1877447,ERX240950,Illumina HiSeq 2000,6526432,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266457,200,4653035000,PRJEB1254,SAMEA1877436,ERX240953,Illumina HiSeq 2000,6526468,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266459,200,4390296200,PRJEB1254,SAMEA1877442,ERX240955,Illumina HiSeq 2000,6526397,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266461,200,4950482800,PRJEB1254,SAMEA1877433,ERX240957,Illumina HiSeq 2000,6526421,PAIRED,RANDOM,GENOMIC,Mylochromis anaphyrmus,ILLUMINA,ERP002088,Mylochromis anaphyrmus
ERR266463,200,5025224400,PRJEB1254,SAMEA1877469,ERX240959,Illumina HiSeq 2000,6526445,PAIRED,RANDOM,GENOMIC,Placidochromis vulgaris,ILLUMINA,ERP002088,Placidochromis vulgaris
ERR266465,200,3984108400,PRJEB1254,SAMEA1877459,ERX240961,Illumina HiSeq 2000,6526469,PAIRED,RANDOM,GENOMIC,Trematocranus placodon,ILLUMINA,ERP002088,Tremitochranus placodon
ERR266468,200,4383072600,PRJEB1254,SAMEA1877472,ERX240964,Illumina HiSeq 2000,6526408,PAIRED,RANDOM,GENOMIC,Otopharynx brooksi,ILLUMINA,ERP002088,Otopharynx brooksi nkhata
ERR266470,200,5848255400,PRJEB1254,SAMEA1877447,ERX240966,Illumina HiSeq 2000,6526432,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266471,200,4401577400,PRJEB1254,SAMEA1877425,ERX240967,Illumina HiSeq 2000,6526444,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266473,200,5070658200,PRJEB1254,SAMEA1877436,ERX240969,Illumina HiSeq 2000,6526468,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266476,200,4399130800,PRJEB1254,SAMEA1877472,ERX240972,Illumina HiSeq 2000,6526408,PAIRED,RANDOM,GENOMIC,Otopharynx brooksi,ILLUMINA,ERP002088,Otopharynx brooksi nkhata
ERR266478,200,5869789800,PRJEB1254,SAMEA1877447,ERX240974,Illumina HiSeq 2000,6526432,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266484,200,6006707200,PRJEB1254,SAMEA1877414,ERX240980,Illumina HiSeq 2000,6526409,PAIRED,RANDOM,GENOMIC,Buccochromis,ILLUMINA,ERP002088,Buccochromis rhoadesii
ERR266486,200,3815601600,PRJEB1254,SAMEA1877497,ERX240982,Illumina HiSeq 2000,6526433,PAIRED,RANDOM,GENOMIC,Copadichromis mloto,ILLUMINA,ERP002088,Copadichromis mloto
ERR266488,200,5617908600,PRJEB1254,SAMEA1877407,ERX240984,Illumina HiSeq 2000,6526457,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266492,200,5998263600,PRJEB1254,SAMEA1877414,ERX240988,Illumina HiSeq 2000,6526409,PAIRED,RANDOM,GENOMIC,Buccochromis,ILLUMINA,ERP002088,Buccochromis rhoadesii
ERR266497,200,4287239000,PRJEB1254,SAMEA1877459,ERX240993,Illumina HiSeq 2000,6526469,PAIRED,RANDOM,GENOMIC,Trematocranus placodon,ILLUMINA,ERP002088,Tremitochranus placodon
ERR266498,200,5152679800,PRJEB1254,SAMEA1877429,ERX240994,Illumina HiSeq 2000,6526386,PAIRED,RANDOM,GENOMIC,Alticorpus,ILLUMINA,ERP002088,Alticorpus macrocleithrum
ERR266500,200,4835192200,PRJEB1254,SAMEA1877409,ERX240996,Illumina HiSeq 2000,6526410,PAIRED,RANDOM,GENOMIC,Placidochromis electra,ILLUMINA,ERP002088,Placidochromis electra
ERR266503,200,5003809800,PRJEB1254,SAMEA1877451,ERX240999,Illumina HiSeq 2000,6526446,PAIRED,RANDOM,GENOMIC,Placidochromis johnstoni,ILLUMINA,ERP002088,Placidochromis johnstoni
ERR266505,200,4805381600,PRJEB1254,SAMEA1877476,ERX241001,Illumina HiSeq 2000,6526470,PAIRED,RANDOM,GENOMIC,Nimbochromis polystigma,ILLUMINA,ERP002088,Nimbochromis polystigma
ERR266506,200,7818601000,PRJEB1254,SAMEA1877489,ERX241002,Illumina HiSeq 2000,6526387,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti maisoni
ERR266508,200,3892042800,PRJEB1254,SAMEA1877402,ERX241004,Illumina HiSeq 2000,6526411,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266510,200,3232931200,PRJEB1254,SAMEA1877417,ERX241006,Illumina HiSeq 2000,6526435,PAIRED,RANDOM,GENOMIC,Lethrinops albus,ILLUMINA,ERP002088,Lethrinops albus
ERR266453,200,5176539600,PRJEB1254,SAMEA1877400,ERX240949,Illumina HiSeq 2000,6526420,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266455,200,4072263000,PRJEB1254,SAMEA1877425,ERX240951,Illumina HiSeq 2000,6526444,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266456,200,4458923600,PRJEB1254,SAMEA1877511,ERX240952,Illumina HiSeq 2000,6526456,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266458,200,5100484200,PRJEB1254,SAMEA1877404,ERX240954,Illumina HiSeq 2000,6526385,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266460,200,5585513000,PRJEB1254,SAMEA1877414,ERX240956,Illumina HiSeq 2000,6526409,PAIRED,RANDOM,GENOMIC,Buccochromis,ILLUMINA,ERP002088,Buccochromis rhoadesii
ERR266462,200,3519972800,PRJEB1254,SAMEA1877497,ERX240958,Illumina HiSeq 2000,6526433,PAIRED,RANDOM,GENOMIC,Copadichromis mloto,ILLUMINA,ERP002088,Copadichromis mloto
ERR266464,200,5203921400,PRJEB1254,SAMEA1877407,ERX240960,Illumina HiSeq 2000,6526457,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266466,200,5532330800,PRJEB1254,SAMEA1877464,ERX240962,Illumina HiSeq 2000,6526384,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266467,200,6063854800,PRJEB1254,SAMEA1877494,ERX240963,Illumina HiSeq 2000,6526396,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266469,200,5636573600,PRJEB1254,SAMEA1877400,ERX240965,Illumina HiSeq 2000,6526420,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266472,200,4879521800,PRJEB1254,SAMEA1877511,ERX240968,Illumina HiSeq 2000,6526456,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266474,200,5550245200,PRJEB1254,SAMEA1877464,ERX240970,Illumina HiSeq 2000,6526384,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266475,200,6082277200,PRJEB1254,SAMEA1877494,ERX240971,Illumina HiSeq 2000,6526396,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266477,200,5652390800,PRJEB1254,SAMEA1877400,ERX240973,Illumina HiSeq 2000,6526420,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266479,200,4418611600,PRJEB1254,SAMEA1877425,ERX240975,Illumina HiSeq 2000,6526444,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266480,200,4896102200,PRJEB1254,SAMEA1877511,ERX240976,Illumina HiSeq 2000,6526456,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266481,200,5088042600,PRJEB1254,SAMEA1877436,ERX240977,Illumina HiSeq 2000,6526468,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266482,200,5505039000,PRJEB1254,SAMEA1877404,ERX240978,Illumina HiSeq 2000,6526385,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266483,200,4685458200,PRJEB1254,SAMEA1877442,ERX240979,Illumina HiSeq 2000,6526397,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266485,200,5329249000,PRJEB1254,SAMEA1877433,ERX240981,Illumina HiSeq 2000,6526421,PAIRED,RANDOM,GENOMIC,Mylochromis anaphyrmus,ILLUMINA,ERP002088,Mylochromis anaphyrmus
ERR266487,200,5423115200,PRJEB1254,SAMEA1877469,ERX240983,Illumina HiSeq 2000,6526445,PAIRED,RANDOM,GENOMIC,Placidochromis vulgaris,ILLUMINA,ERP002088,Placidochromis vulgaris
ERR266489,200,4296104200,PRJEB1254,SAMEA1877459,ERX240985,Illumina HiSeq 2000,6526469,PAIRED,RANDOM,GENOMIC,Trematocranus placodon,ILLUMINA,ERP002088,Tremitochranus placodon
ERR266490,200,5491139200,PRJEB1254,SAMEA1877404,ERX240986,Illumina HiSeq 2000,6526385,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Blue Predator
ERR266491,200,4676948800,PRJEB1254,SAMEA1877442,ERX240987,Illumina HiSeq 2000,6526397,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266493,200,5323354800,PRJEB1254,SAMEA1877433,ERX240989,Illumina HiSeq 2000,6526421,PAIRED,RANDOM,GENOMIC,Mylochromis anaphyrmus,ILLUMINA,ERP002088,Mylochromis anaphyrmus
ERR266494,200,3805895800,PRJEB1254,SAMEA1877497,ERX240990,Illumina HiSeq 2000,6526433,PAIRED,RANDOM,GENOMIC,Copadichromis mloto,ILLUMINA,ERP002088,Copadichromis mloto
ERR266495,200,5409299000,PRJEB1254,SAMEA1877469,ERX240991,Illumina HiSeq 2000,6526445,PAIRED,RANDOM,GENOMIC,Placidochromis vulgaris,ILLUMINA,ERP002088,Placidochromis vulgaris
ERR266496,200,5606992600,PRJEB1254,SAMEA1877407,ERX240992,Illumina HiSeq 2000,6526457,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266499,200,6781763600,PRJEB1254,SAMEA1877480,ERX240995,Illumina HiSeq 2000,6526398,PAIRED,RANDOM,GENOMIC,Placidochromis milomo,ILLUMINA,ERP002088,Placidochromis milomo
ERR266501,200,4232290800,PRJEB1254,SAMEA1877421,ERX240997,Illumina HiSeq 2000,6526422,PAIRED,RANDOM,GENOMIC,Nimbochromis livingstonii,ILLUMINA,ERP002088,Nimbochromis livingstoni
ERR266502,200,4853734000,PRJEB1254,SAMEA1877499,ERX240998,Illumina HiSeq 2000,6526434,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR266504,200,5127348600,PRJEB1254,SAMEA1877411,ERX241000,Illumina HiSeq 2000,6526458,PAIRED,RANDOM,GENOMIC,Nimbochromis linni,ILLUMINA,ERP002088,Nimbochromis linni
ERR266507,200,5145911200,PRJEB1254,SAMEA1877440,ERX241003,Illumina HiSeq 2000,6526399,PAIRED,RANDOM,GENOMIC,Aulonocara,ILLUMINA,ERP002088,Aulonocara steveni
ERR266509,200,6061612600,PRJEB1254,SAMEA1877507,ERX241005,Illumina HiSeq 2000,6526423,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia Massoko Yellow Calliptera
ERR266511,200,5206411000,PRJEB1254,SAMEA1877503,ERX241007,Illumina HiSeq 2000,6526447,PAIRED,RANDOM,GENOMIC,Otopharynx,ILLUMINA,ERP002088,Otopharynx tetrastigma
ERR266512,200,6116996800,PRJEB1254,SAMEA1877455,ERX241008,Illumina HiSeq 2000,6526459,PAIRED,RANDOM,GENOMIC,Lethrinops auritus,ILLUMINA,ERP002088,Lethrinops auritus
ERR266513,200,5049163400,PRJEB1254,SAMEA1877484,ERX241009,Illumina HiSeq 2000,6526471,PAIRED,RANDOM,GENOMIC,Lethrinops gossei,ILLUMINA,ERP002088,Lethrinops gossei
ERR299198,200,4500521800,PRJEB1254,SAMEA1904323,ERX272523,Illumina HiSeq 2000,6811013,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR299200,200,4325104000,PRJEB1254,SAMEA1904328,ERX272525,Illumina HiSeq 2000,6811037,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303339,200,5049652400,PRJEB1254,SAMEA1920092,ERX276680,Illumina HiSeq 2000,6813829,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303340,200,4830346000,PRJEB1254,SAMEA1920090,ERX276681,Illumina HiSeq 2000,6813841,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303341,200,4684295600,PRJEB1254,SAMEA1920091,ERX276682,Illumina HiSeq 2000,6813853,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303342,200,5028579800,PRJEB1254,SAMEA1920093,ERX276683,Illumina HiSeq 2000,6813865,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303343,200,4754124600,PRJEB1254,SAMEA1920094,ERX276684,Illumina HiSeq 2000,6813877,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303344,200,3876351400,PRJEB1254,SAMEA1920095,ERX276685,Illumina HiSeq 2000,6813794,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303345,200,4350677000,PRJEB1254,SAMEA1920096,ERX276686,Illumina HiSeq 2000,6813806,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303346,200,4806175600,PRJEB1254,SAMEA1920097,ERX276687,Illumina HiSeq 2000,6813818,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303347,200,4324736200,PRJEB1254,SAMEA1920098,ERX276688,Illumina HiSeq 2000,6813830,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303348,200,5066808600,PRJEB1254,SAMEA1920092,ERX276689,Illumina HiSeq 2000,6813829,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303349,200,4842671400,PRJEB1254,SAMEA1920090,ERX276690,Illumina HiSeq 2000,6813841,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303350,200,4696740400,PRJEB1254,SAMEA1920091,ERX276691,Illumina HiSeq 2000,6813853,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303351,200,5043686200,PRJEB1254,SAMEA1920093,ERX276692,Illumina HiSeq 2000,6813865,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303352,200,4764627400,PRJEB1254,SAMEA1920094,ERX276693,Illumina HiSeq 2000,6813877,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303353,200,3893571400,PRJEB1254,SAMEA1920095,ERX276694,Illumina HiSeq 2000,6813794,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303354,200,4358238600,PRJEB1254,SAMEA1920096,ERX276695,Illumina HiSeq 2000,6813806,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303355,200,4815629200,PRJEB1254,SAMEA1920097,ERX276696,Illumina HiSeq 2000,6813818,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303356,200,4342847800,PRJEB1254,SAMEA1920098,ERX276697,Illumina HiSeq 2000,6813830,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303357,200,5059458000,PRJEB1254,SAMEA1920092,ERX276698,Illumina HiSeq 2000,6813829,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303358,200,4837217600,PRJEB1254,SAMEA1920090,ERX276699,Illumina HiSeq 2000,6813841,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303359,200,4691376000,PRJEB1254,SAMEA1920091,ERX276700,Illumina HiSeq 2000,6813853,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303360,200,5036300800,PRJEB1254,SAMEA1920093,ERX276701,Illumina HiSeq 2000,6813865,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303361,200,4755151600,PRJEB1254,SAMEA1920094,ERX276702,Illumina HiSeq 2000,6813877,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303362,200,3880007000,PRJEB1254,SAMEA1920095,ERX276703,Illumina HiSeq 2000,6813794,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303363,200,4358463200,PRJEB1254,SAMEA1920096,ERX276704,Illumina HiSeq 2000,6813806,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303364,200,4812728000,PRJEB1254,SAMEA1920097,ERX276705,Illumina HiSeq 2000,6813818,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303365,200,4338990200,PRJEB1254,SAMEA1920098,ERX276706,Illumina HiSeq 2000,6813830,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303366,200,5067171800,PRJEB1254,SAMEA1920092,ERX276707,Illumina HiSeq 2000,6813829,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303367,200,4845001200,PRJEB1254,SAMEA1920090,ERX276708,Illumina HiSeq 2000,6813841,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303368,200,4699082200,PRJEB1254,SAMEA1920091,ERX276709,Illumina HiSeq 2000,6813853,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303369,200,5041208800,PRJEB1254,SAMEA1920093,ERX276710,Illumina HiSeq 2000,6813865,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303370,200,4765994800,PRJEB1254,SAMEA1920094,ERX276711,Illumina HiSeq 2000,6813877,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303371,200,3898371200,PRJEB1254,SAMEA1920095,ERX276712,Illumina HiSeq 2000,6813794,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303372,200,4356840200,PRJEB1254,SAMEA1920096,ERX276713,Illumina HiSeq 2000,6813806,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303373,200,4812762400,PRJEB1254,SAMEA1920097,ERX276714,Illumina HiSeq 2000,6813818,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303374,200,4340317600,PRJEB1254,SAMEA1920098,ERX276715,Illumina HiSeq 2000,6813830,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303375,200,5065943000,PRJEB1254,SAMEA1920092,ERX276716,Illumina HiSeq 2000,6813829,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303376,200,4846344000,PRJEB1254,SAMEA1920090,ERX276717,Illumina HiSeq 2000,6813841,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303377,200,4701056600,PRJEB1254,SAMEA1920091,ERX276718,Illumina HiSeq 2000,6813853,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303378,200,5041098400,PRJEB1254,SAMEA1920093,ERX276719,Illumina HiSeq 2000,6813865,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303379,200,4764725000,PRJEB1254,SAMEA1920094,ERX276720,Illumina HiSeq 2000,6813877,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303380,200,3895368200,PRJEB1254,SAMEA1920095,ERX276721,Illumina HiSeq 2000,6813794,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303381,200,4359951800,PRJEB1254,SAMEA1920096,ERX276722,Illumina HiSeq 2000,6813806,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303382,200,4816952000,PRJEB1254,SAMEA1920097,ERX276723,Illumina HiSeq 2000,6813818,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303383,200,4341442800,PRJEB1254,SAMEA1920098,ERX276724,Illumina HiSeq 2000,6813830,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303384,200,5072781400,PRJEB1254,SAMEA1920092,ERX276725,Illumina HiSeq 2000,6813829,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303385,200,4849244800,PRJEB1254,SAMEA1920090,ERX276726,Illumina HiSeq 2000,6813841,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303386,200,4704433800,PRJEB1254,SAMEA1920091,ERX276727,Illumina HiSeq 2000,6813853,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR303387,200,5046127000,PRJEB1254,SAMEA1920093,ERX276728,Illumina HiSeq 2000,6813865,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303388,200,4767264600,PRJEB1254,SAMEA1920094,ERX276729,Illumina HiSeq 2000,6813877,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303389,200,3899315800,PRJEB1254,SAMEA1920095,ERX276730,Illumina HiSeq 2000,6813794,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR303390,200,4359987000,PRJEB1254,SAMEA1920096,ERX276731,Illumina HiSeq 2000,6813806,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR303391,200,4819961200,PRJEB1254,SAMEA1920097,ERX276732,Illumina HiSeq 2000,6813818,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
