seq_id,source,type,start,end,score,strand,phase,attributes
NC_036790.1,Gnomon,gene,12410043,12413639,.,-,.,ID=gene-tmem74;Dbxref=GeneID:101479956;Name=tmem74;gbkey=Gene;gene=tmem74;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12436658,12444916,.,+,.,ID=gene-LOC101479671;Dbxref=GeneID:101479671;Name=LOC101479671;gbkey=Gene;gene=LOC101479671;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12501147,12504017,.,+,.,ID=gene-eny2;Dbxref=GeneID:101484459;Name=eny2;gbkey=Gene;gene=eny2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12588848,12595831,.,-,.,ID=gene-LOC101484183;Dbxref=GeneID:101484183;Name=LOC101484183;gbkey=Gene;gene=LOC101484183;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12601340,12615062,.,+,.,ID=gene-sybu;Dbxref=GeneID:101483524;Name=sybu;gbkey=Gene;gene=sybu;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12616961,12624002,.,-,.,ID=gene-ebag9;Dbxref=GeneID:101483241;Name=ebag9;gbkey=Gene;gene=ebag9;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12624579,12634893,.,+,.,ID=gene-ttk;Dbxref=GeneID:101482760;Name=ttk;gbkey=Gene;gene=ttk;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12635402,12714820,.,+,.,ID=gene-bckdhb;Dbxref=GeneID:101482476;Name=bckdhb;gbkey=Gene;gene=bckdhb;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12810158,12815024,.,-,.,ID=gene-LOC101482182;Dbxref=GeneID:101482182;Name=LOC101482182;gbkey=Gene;gene=LOC101482182;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12826233,12849806,.,-,.,ID=gene-ibtk;Dbxref=GeneID:101481884;Name=ibtk;gbkey=Gene;gene=ibtk;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12852170,12854422,.,+,.,ID=gene-tpbg;Dbxref=GeneID:101481589;Name=tpbg;gbkey=Gene;gene=tpbg;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12867796,12869031,.,-,.,ID=gene-LOC112435531;Dbxref=GeneID:112435531;Name=LOC112435531;gbkey=Gene;gene=LOC112435531;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,12889687,12909708,.,-,.,ID=gene-ube3d;Dbxref=GeneID:101481310;Name=ube3d;gbkey=Gene;gene=ube3d;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12909989,12940177,.,+,.,ID=gene-dopey1;Dbxref=GeneID:101481013;Name=dopey1;gbkey=Gene;gene=dopey1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12942390,13014802,.,+,.,ID=gene-snap91;Dbxref=GeneID:101476934;Name=snap91;gbkey=Gene;gene=snap91;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13016104,13023645,.,-,.,ID=gene-prss35;Dbxref=GeneID:101480534;Name=prss35;gbkey=Gene;gene=prss35;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13044186,13127051,.,+,.,ID=gene-me1;Dbxref=GeneID:101480045;Name=me1;gbkey=Gene;gene=me1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13159719,13168255,.,+,.,ID=gene-LOC101479857;Dbxref=GeneID:101479857;Name=LOC101479857;gbkey=Gene;gene=LOC101479857;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,13186067,13192904,.,-,.,ID=gene-prdm13;Dbxref=GeneID:101479574;Name=prdm13;gbkey=Gene;gene=prdm13;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13198751,13202677,.,-,.,ID=gene-LOC101479285;Dbxref=GeneID:101479285;Name=LOC101479285;gbkey=Gene;gene=LOC101479285;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13205781,13207768,.,-,.,ID=gene-tstd3;Dbxref=GeneID:101478541;Name=tstd3;gbkey=Gene;gene=tstd3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13207933,13244547,.,+,.,ID=gene-usp45;Dbxref=GeneID:101478816;Name=usp45;gbkey=Gene;gene=usp45;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13248101,13255376,.,+,.,ID=gene-pnisr;Dbxref=GeneID:101477889;Name=pnisr;gbkey=Gene;gene=pnisr;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13257172,13267104,.,+,.,ID=gene-coq3;Dbxref=GeneID:101477606;Name=coq3;gbkey=Gene;gene=coq3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13267213,13282859,.,+,.,ID=gene-faxc;Dbxref=GeneID:101477136;Name=faxc;gbkey=Gene;gene=faxc;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13311507,13328412,.,+,.,ID=gene-fbxl4;Dbxref=GeneID:101476076;Name=fbxl4;gbkey=Gene;gene=fbxl4;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13335230,13338978,.,-,.,ID=gene-LOC101475787;Dbxref=GeneID:101475787;Name=LOC101475787;gbkey=Gene;gene=LOC101475787;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13339155,13353952,.,+,.,ID=gene-LOC105941323;Dbxref=GeneID:105941323;Name=LOC105941323;gbkey=Gene;gene=LOC105941323;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,13343986,13416934,.,-,.,ID=gene-LOC101476669;Dbxref=GeneID:101476669;Name=LOC101476669;gbkey=Gene;gene=LOC101476669;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13419650,13556786,.,-,.,ID=gene-LOC105941351;Dbxref=GeneID:105941351;Name=LOC105941351;gbkey=Gene;gene=LOC105941351;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13557578,13574455,.,+,.,ID=gene-mms22l;Dbxref=GeneID:101474539;Name=mms22l;gbkey=Gene;gene=mms22l;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13574510,13615317,.,-,.,ID=gene-klhl32;Dbxref=GeneID:101474808;Name=klhl32;gbkey=Gene;gene=klhl32;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13616186,13628254,.,+,.,ID=gene-fzd6;Dbxref=GeneID:101472589;Name=fzd6;gbkey=Gene;gene=fzd6;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13628417,13634318,.,+,.,ID=gene-cthrc1;Dbxref=GeneID:101473287;Name=cthrc1;gbkey=Gene;gene=cthrc1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13634426,13639434,.,-,.,ID=gene-slc25a32;Dbxref=GeneID:101474258;Name=slc25a32;gbkey=Gene;gene=slc25a32;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13639948,13651330,.,+,.,ID=gene-dcaf13;Dbxref=GeneID:101472283;Name=dcaf13;gbkey=Gene;gene=dcaf13;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13652756,13806322,.,+,.,ID=gene-rims2;Dbxref=GeneID:101471036;Name=rims2;gbkey=Gene;gene=rims2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13810919,13814425,.,+,.,ID=gene-dcstamp;Dbxref=GeneID:101476077;Name=dcstamp;gbkey=Gene;gene=dcstamp;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13816972,13828693,.,-,.,ID=gene-dpys;Dbxref=GeneID:101470762;Name=dpys;gbkey=Gene;gene=dpys;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,13894500,14014436,.,+,.,ID=gene-zfpm2;Dbxref=GeneID:101470265;Name=zfpm2;gbkey=Gene;gene=zfpm2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14014543,14044145,.,-,.,ID=gene-LOC101469977;Dbxref=GeneID:101469977;Name=LOC101469977;gbkey=Gene;gene=LOC101469977;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14050051,14233460,.,+,.,ID=gene-oxr1;Dbxref=GeneID:101469515;Name=oxr1;gbkey=Gene;gene=oxr1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14234107,14241511,.,-,.,ID=gene-sqle;Dbxref=GeneID:101469229;Name=sqle;gbkey=Gene;gene=sqle;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14242811,14257088,.,-,.,ID=gene-LOC101468749;Dbxref=GeneID:101468749;Name=LOC101468749;gbkey=Gene;gene=LOC101468749;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14243013,14246606,.,-,.,ID=gene-LOC112435569;Dbxref=GeneID:112435569;Name=LOC112435569;gbkey=Gene;gene=LOC112435569;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14267348,14280504,.,-,.,ID=gene-LOC101468253;Dbxref=GeneID:101468253;Name=LOC101468253;gbkey=Gene;gene=LOC101468253;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14285441,14290931,.,-,.,ID=gene-iqcg;Dbxref=GeneID:101467426;Name=iqcg;gbkey=Gene;gene=iqcg;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14291428,14328683,.,-,.,ID=gene-LOC101466766;Dbxref=GeneID:101466766;Name=LOC101466766;gbkey=Gene;gene=LOC101466766;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14346802,14348211,.,-,.,ID=gene-LOC106676493;Dbxref=GeneID:106676493;Name=LOC106676493;gbkey=Gene;gene=LOC106676493;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14355207,14356253,.,-,.,ID=gene-LOC101475493;Dbxref=GeneID:101475493;Name=LOC101475493;gbkey=Gene;gene=LOC101475493;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14363251,14369797,.,-,.,ID=gene-LOC101466488;Dbxref=GeneID:101466488;Name=LOC101466488;gbkey=Gene;gene=LOC101466488;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14378343,14379404,.,-,.,ID=gene-LOC101475193;Dbxref=GeneID:101475193;Name=LOC101475193;gbkey=Gene;gene=LOC101475193;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14393665,14394729,.,-,.,ID=gene-LOC101474900;Dbxref=GeneID:101474900;Name=LOC101474900;gbkey=Gene;gene=LOC101474900;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14417154,14420118,.,-,.,ID=gene-LOC101466191;Dbxref=GeneID:101466191;Name=LOC101466191;gbkey=Gene;gene=LOC101466191;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14424772,14428231,.,-,.,ID=gene-LOC101465896;Dbxref=GeneID:101465896;Name=LOC101465896;gbkey=Gene;gene=LOC101465896;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14433951,14435186,.,+,.,ID=gene-LOC101465598;Dbxref=GeneID:101465598;Name=LOC101465598;gbkey=Gene;gene=LOC101465598;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14438061,14440893,.,+,.,ID=gene-has1;Dbxref=GeneID:101465324;Name=has1;gbkey=Gene;gene=has1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14463535,14468436,.,-,.,ID=gene-spaca6;Dbxref=GeneID:101474063;Name=spaca6;gbkey=Gene;gene=spaca6;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14510339,14517409,.,+,.,ID=gene-LOC101465039;Dbxref=GeneID:101465039;Name=LOC101465039;gbkey=Gene;gene=LOC101465039;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14518088,14539666,.,+,.,ID=gene-kcnn4;Dbxref=GeneID:101463874;Name=kcnn4;gbkey=Gene;gene=kcnn4;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14538880,14543476,.,-,.,ID=gene-LOC101464366;Dbxref=GeneID:101464366;Name=LOC101464366;gbkey=Gene;gene=LOC101464366;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14545121,14553277,.,+,.,ID=gene-smg9;Dbxref=GeneID:101487120;Name=smg9;gbkey=Gene;gene=smg9;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14553321,14555375,.,+,.,ID=gene-LOC101486652;Dbxref=GeneID:101486652;Name=LOC101486652;gbkey=Gene;gene=LOC101486652;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14589048,14590018,.,+,.,ID=gene-LOC112435554;Dbxref=GeneID:112435554;Name=LOC112435554;gbkey=Gene;gene=LOC112435554;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,14596067,14597608,.,+,.,ID=gene-LOC106676113;Dbxref=GeneID:106676113;Name=LOC106676113;gbkey=Gene;gene=LOC106676113;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14617527,14619003,.,-,.,ID=gene-LOC111501291;Dbxref=GeneID:111501291;Name=LOC111501291;gbkey=Gene;gene=LOC111501291;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14664248,14682926,.,-,.,ID=gene-LOC101486455;Dbxref=GeneID:101486455;Name=LOC101486455;gbkey=Gene;gene=LOC101486455;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14684005,14689218,.,-,.,ID=gene-LOC101485954;Dbxref=GeneID:101485954;Name=LOC101485954;gbkey=Gene;gene=LOC101485954;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14714165,14717466,.,+,.,ID=gene-LOC101477378;Dbxref=GeneID:101477378;Name=LOC101477378;gbkey=Gene;gene=LOC101477378;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14723368,14729947,.,+,.,ID=gene-LOC101476900;Dbxref=GeneID:101476900;Name=LOC101476900;gbkey=Gene;gene=LOC101476900;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14741721,14743979,.,-,.,ID=gene-LOC112435565;Dbxref=GeneID:112435565;Name=LOC112435565;gbkey=Gene;gene=LOC112435565;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14789855,14795646,.,+,.,ID=gene-LOC101485679;Dbxref=GeneID:101485679;Name=LOC101485679;gbkey=Gene;gene=LOC101485679;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14831863,14836720,.,+,.,ID=gene-LOC112435553;Dbxref=GeneID:112435553;Name=LOC112435553;gbkey=Gene;gene=LOC112435553;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,14837319,14839083,.,-,.,ID=gene-LOC112435552;Dbxref=GeneID:112435552;Name=LOC112435552;gbkey=Gene;gene=LOC112435552;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14854144,14858343,.,+,.,ID=gene-LOC112435551;Dbxref=GeneID:112435551;Name=LOC112435551;gbkey=Gene;gene=LOC112435551;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14869209,14885649,.,+,.,ID=gene-LOC101485496;Dbxref=GeneID:101485496;Name=LOC101485496;gbkey=Gene;gene=LOC101485496;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14905824,14908207,.,-,.,ID=gene-LOC106675996;Dbxref=GeneID:106675996;Name=LOC106675996;gbkey=Gene;gene=LOC106675996;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14908297,14909754,.,-,.,ID=gene-LOC112435566;Dbxref=GeneID:112435566;Name=LOC112435566;gbkey=Gene;gene=LOC112435566;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14919736,14930028,.,-,.,ID=gene-zbtb32;Dbxref=GeneID:101480736;Name=zbtb32;gbkey=Gene;gene=zbtb32;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14937726,14972809,.,-,.,ID=gene-aplp1;Dbxref=GeneID:101480044;Name=aplp1;gbkey=Gene;gene=aplp1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14974946,14995783,.,+,.,ID=gene-LOC101479765;Dbxref=GeneID:101479765;Name=LOC101479765;gbkey=Gene;gene=LOC101479765;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,14998034,15029915,.,-,.,ID=gene-LOC101479283;Dbxref=GeneID:101479283;Name=LOC101479283;gbkey=Gene;gene=LOC101479283;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15089968,15137097,.,+,.,ID=gene-nphs1;Dbxref=GeneID:101478627;Name=nphs1;gbkey=Gene;gene=nphs1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15143257,15149410,.,+,.,ID=gene-LOC105941361;Dbxref=GeneID:105941361;Name=LOC105941361;gbkey=Gene;gene=LOC105941361;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15184127,15194761,.,+,.,ID=gene-LOC101469979;Dbxref=GeneID:101469979;Name=LOC101469979;gbkey=Gene;gene=LOC101469979;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15195347,15207777,.,+,.,ID=gene-LOC101477135;Dbxref=GeneID:101477135;Name=LOC101477135;gbkey=Gene;gene=LOC101477135;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15211133,15219066,.,-,.,ID=gene-nfkbid;Dbxref=GeneID:101476856;Name=nfkbid;gbkey=Gene;gene=nfkbid;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15219994,15226618,.,+,.,ID=gene-LOC105940549;Dbxref=GeneID:105940549;Name=LOC105940549;gbkey=Gene;gene=LOC105940549;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15229129,15230281,.,+,.,ID=gene-tyrobp;Dbxref=GeneID:105941421;Name=tyrobp;gbkey=Gene;gene=tyrobp;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15234595,15241011,.,+,.,ID=gene-LOC101475997;Dbxref=GeneID:101475997;Name=LOC101475997;gbkey=Gene;gene=LOC101475997;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15244056,15247673,.,+,.,ID=gene-LOC101475704;Dbxref=GeneID:101475704;Name=LOC101475704;gbkey=Gene;gene=LOC101475704;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15249266,15253537,.,+,.,ID=gene-LOC101475101;Dbxref=GeneID:101475101;Name=LOC101475101;gbkey=Gene;gene=LOC101475101;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15253687,15256995,.,-,.,ID=gene-LOC101475399;Dbxref=GeneID:101475399;Name=LOC101475399;gbkey=Gene;gene=LOC101475399;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15269237,15269851,.,+,.,"ID=gene-LOC105941337;Dbxref=GeneID:105941337;Name=LOC105941337;end_range=15269851,.;gbkey=Gene;gene=LOC105941337;gene_biotype=protein_coding;partial=true;start_range=.,15269237"
NC_036790.1,Gnomon,gene,15269858,15290611,.,+,.,ID=gene-LOC101474537;Dbxref=GeneID:101474537;Name=LOC101474537;gbkey=Gene;gene=LOC101474537;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15290706,15295140,.,-,.,ID=gene-LOC101474806;Dbxref=GeneID:101474806;Name=LOC101474806;gbkey=Gene;gene=LOC101474806;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15297036,15299003,.,-,.,ID=gene-LOC101474257;Dbxref=GeneID:101474257;Name=LOC101474257;gbkey=Gene;gene=LOC101474257;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15299700,15301704,.,+,.,ID=gene-LOC101473286;Dbxref=GeneID:101473286;Name=LOC101473286;gbkey=Gene;gene=LOC101473286;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15301734,15304372,.,-,.,ID=gene-LOC101473757;Dbxref=GeneID:101473757;Name=LOC101473757;gbkey=Gene;gene=LOC101473757;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15304972,15305586,.,-,.,ID=gene-LOC106676102;Dbxref=GeneID:106676102;Name=LOC106676102;gbkey=Gene;gene=LOC106676102;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15309859,15313581,.,-,.,ID=gene-LOC101472385;Dbxref=GeneID:101472385;Name=LOC101472385;gbkey=Gene;gene=LOC101472385;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15313899,15320967,.,-,.,ID=gene-LOC101472086;Dbxref=GeneID:101472086;Name=LOC101472086;gbkey=Gene;gene=LOC101472086;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15325331,15343273,.,-,.,ID=gene-LOC101471515;Dbxref=GeneID:101471515;Name=LOC101471515;gbkey=Gene;gene=LOC101471515;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15345266,15365597,.,-,.,ID=gene-LOC101471809;Dbxref=GeneID:101471809;Name=LOC101471809;gbkey=Gene;gene=LOC101471809;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15369276,15373940,.,-,.,ID=gene-LOC101471228;Dbxref=GeneID:101471228;Name=LOC101471228;gbkey=Gene;gene=LOC101471228;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15374702,15385047,.,+,.,ID=gene-LOC101470553;Dbxref=GeneID:101470553;Name=LOC101470553;gbkey=Gene;gene=LOC101470553;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15385126,15475704,.,-,.,ID=gene-fhod3;Dbxref=GeneID:101469886;Name=fhod3;gbkey=Gene;gene=fhod3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15486641,15492089,.,+,.,ID=gene-LOC101469428;Dbxref=GeneID:101469428;Name=LOC101469428;gbkey=Gene;gene=LOC101469428;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15496425,15515037,.,+,.,ID=gene-LOC101469228;Dbxref=GeneID:101469228;Name=LOC101469228;gbkey=Gene;gene=LOC101469228;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15518442,15554736,.,-,.,ID=gene-LOC101469138;Dbxref=GeneID:101469138;Name=LOC101469138;gbkey=Gene;gene=LOC101469138;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15554857,15557612,.,-,.,ID=gene-LOC105940510;Dbxref=GeneID:105940510;Name=LOC105940510;gbkey=Gene;gene=LOC105940510;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15601187,15609563,.,+,.,ID=gene-LOC101468530;Dbxref=GeneID:101468530;Name=LOC101468530;gbkey=Gene;gene=LOC101468530;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15614876,15621120,.,+,.,ID=gene-macc1;Dbxref=GeneID:101468252;Name=macc1;gbkey=Gene;gene=macc1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15635064,15636428,.,+,.,ID=gene-LOC101467737;Dbxref=GeneID:101467737;Name=LOC101467737;gbkey=Gene;gene=LOC101467737;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15659233,15709104,.,-,.,ID=gene-hdac9;Dbxref=GeneID:101466487;Name=hdac9;gbkey=Gene;gene=hdac9;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15686204,15690384,.,+,.,ID=gene-LOC112435535;Dbxref=GeneID:112435535;Name=LOC112435535;gbkey=Gene;gene=LOC112435535;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,15694227,15695772,.,-,.,ID=gene-LOC112435534;Dbxref=GeneID:112435534;Name=LOC112435534;gbkey=Gene;gene=LOC112435534;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,15713448,15732713,.,+,.,ID=gene-ankrd28;Dbxref=GeneID:101466190;Name=ankrd28;gbkey=Gene;gene=ankrd28;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15733567,15740008,.,+,.,ID=gene-hacl1;Dbxref=GeneID:101465513;Name=hacl1;gbkey=Gene;gene=hacl1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15741216,15748016,.,+,.,ID=gene-colq;Dbxref=GeneID:101464830;Name=colq;gbkey=Gene;gene=colq;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15752049,15760612,.,-,.,ID=gene-plekha8;Dbxref=GeneID:101464548;Name=plekha8;gbkey=Gene;gene=plekha8;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15760767,15762204,.,+,.,ID=gene-fkbp14;Dbxref=GeneID:101464267;Name=fkbp14;gbkey=Gene;gene=fkbp14;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15764453,15786064,.,-,.,ID=gene-chn2;Dbxref=GeneID:101463779;Name=chn2;gbkey=Gene;gene=chn2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15788581,15794412,.,+,.,ID=gene-cpvl;Dbxref=GeneID:101488063;Name=cpvl;gbkey=Gene;gene=cpvl;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15798052,15833176,.,-,.,ID=gene-creb5;Dbxref=GeneID:101486831;Name=creb5;gbkey=Gene;gene=creb5;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15838925,15856540,.,+,.,ID=gene-LOC101486262;Dbxref=GeneID:101486262;Name=LOC101486262;gbkey=Gene;gene=LOC101486262;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15858112,15875726,.,-,.,ID=gene-LOC101486558;Dbxref=GeneID:101486558;Name=LOC101486558;gbkey=Gene;gene=LOC101486558;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15876517,15884179,.,+,.,ID=gene-LOC101485952;Dbxref=GeneID:101485952;Name=LOC101485952;gbkey=Gene;gene=LOC101485952;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15887447,15889383,.,+,.,ID=gene-LOC101485678;Dbxref=GeneID:101485678;Name=LOC101485678;gbkey=Gene;gene=LOC101485678;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15895003,15897189,.,+,.,ID=gene-LOC101485403;Dbxref=GeneID:101485403;Name=LOC101485403;gbkey=Gene;gene=LOC101485403;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15900807,15902887,.,+,.,ID=gene-LOC101485124;Dbxref=GeneID:101485124;Name=LOC101485124;gbkey=Gene;gene=LOC101485124;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15904840,15914417,.,+,.,ID=gene-LOC101484828;Dbxref=GeneID:101484828;Name=LOC101484828;gbkey=Gene;gene=LOC101484828;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15917305,15925440,.,+,.,ID=gene-skap2;Dbxref=GeneID:101484288;Name=skap2;gbkey=Gene;gene=skap2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15933339,15935894,.,-,.,ID=gene-LOC101483825;Dbxref=GeneID:101483825;Name=LOC101483825;gbkey=Gene;gene=LOC101483825;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15937822,15942370,.,-,.,ID=gene-LOC101483327;Dbxref=GeneID:101483327;Name=LOC101483327;gbkey=Gene;gene=LOC101483327;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15960614,15973767,.,-,.,ID=gene-LOC101483050;Dbxref=GeneID:101483050;Name=LOC101483050;gbkey=Gene;gene=LOC101483050;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,15985510,16026121,.,+,.,ID=gene-osbpl3;Dbxref=GeneID:101482366;Name=osbpl3;gbkey=Gene;gene=osbpl3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16027443,16033362,.,+,.,ID=gene-gsdme;Dbxref=GeneID:101482070;Name=gsdme;gbkey=Gene;gene=gsdme;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16034096,16042932,.,-,.,ID=gene-LOC101481106;Dbxref=GeneID:101481106;Name=LOC101481106;gbkey=Gene;gene=LOC101481106;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16043996,16044926,.,-,.,ID=gene-LOC106676123;Dbxref=GeneID:106676123;Name=LOC106676123;gbkey=Gene;gene=LOC106676123;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16048498,16051557,.,-,.,ID=gene-malsu1;Dbxref=GeneID:101480829;Name=malsu1;gbkey=Gene;gene=malsu1;gene_biotype=protein_coding
