SampleID,RunID,ReadLength,TotalBases,ProjectID,Instrument,LibraryID,LibraryLayout,LibrarySource,Platform,FileLocations,Organism,Ecogroup,File,ProjectID_2
SAMEA3388857,ERR1081369,250,14350766500,PRJEB1254,Illumina HiSeq 2000,14544820,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081369.unmapped_marked_adapters.bam,Taeniochromis holotaenia,Shallow_Benthic,,MalinskyData
SAMEA3388858,ERR1081370,250,14227660000,PRJEB1254,Illumina HiSeq 2000,14544832,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081370.unmapped_marked_adapters.bam,Taeniolethrinops macrorhynchus,Shallow_Benthic,,MalinskyData
SAMEA3388859,ERR1081371,250,14849363250,PRJEB1254,Illumina HiSeq 2000,14544844,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081371.unmapped_marked_adapters.bam,Dimidiochromis kiwinge,Shallow_Benthic,,MalinskyData
SAMEA3480882,ERR1081372,250,15694814250,PRJEB1254,Illumina HiSeq 2000,14544856,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081372.unmapped_marked_adapters.bam,Hemitaeniochromis spilopterus,Shallow_Benthic,,MalinskyData
SAMEA3388860,ERR1081373,250,14768156500,PRJEB1254,Illumina HiSeq 2000,14544773,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081373.unmapped_marked_adapters.bam,Taeniolethrinops praeorbitalis,Shallow_Benthic,,MalinskyData
SAMEA3388862,ERR1081374,250,13985316000,PRJEB1254,Illumina HiSeq 2000,14544785,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081374.unmapped_marked_adapters.bam,Mylochromis ericotaenia,Shallow_Benthic,,MalinskyData
SAMEA3388863,ERR1081375,250,14855907250,PRJEB1254,Illumina HiSeq 2000,14544809,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081375.unmapped_marked_adapters.bam,Stigmatochromis modestus,Shallow_Benthic,,MalinskyData
SAMEA3388864,ERR1081376,250,16453150000,PRJEB1254,Illumina HiSeq 2000,14544821,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081376.unmapped_marked_adapters.bam,Hemitilapia oxyrhynchus,Shallow_Benthic,,MalinskyData
SAMEA3388865,ERR1081377,250,15077431750,PRJEB1254,Illumina HiSeq 2000,14544833,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081377.unmapped_marked_adapters.bam,Serranochromis robustus,Riverine,,MalinskyData
SAMEA3388867,ERR1081378,250,15182030250,PRJEB1254,Illumina HiSeq 2000,14544786,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081378.unmapped_marked_adapters.bam,Astatotilapia tweddlei,Riverine,,MalinskyData
SAMEA3388868,ERR1081379,250,15170346500,PRJEB1254,Illumina HiSeq 2000,14544810,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081379.unmapped_marked_adapters.bam,Taeniolethrinops furcicauda,Shallow_Benthic,,MalinskyData
SAMEA3388870,ERR1081380,250,15817280000,PRJEB1254,Illumina HiSeq 2000,14544834,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081380.unmapped_marked_adapters.bam,Dimidiochromis strigatus,Diplotaxodon,,MalinskyData
SAMEA3388871,ERR1081381,250,16450968500,PRJEB1254,Illumina HiSeq 2000,14544846,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081381.unmapped_marked_adapters.bam,Pallidochromis tokolosh,Diplotaxodon,,MalinskyData
SAMEA3388872,ERR1081382,250,14057681250,PRJEB1254,Illumina HiSeq 2000,14544787,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081382.unmapped_marked_adapters.bam,Otopharynx lithobates,Shallow_Benthic,,MalinskyData
SAMEA3388873,ERR1081383,250,14244226000,PRJEB1254,Illumina HiSeq 2000,14544799,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081383.unmapped_marked_adapters.bam,Rhamphochromis esox,Rhamphochromis,,MalinskyData
SAMEA3388874,ERR1081384,250,14012449250,PRJEB1254,Illumina HiSeq 2000,14544811,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081384.unmapped_marked_adapters.bam,Metriaclima zebra,Mbuna,,MalinskyData
SAMEA3388875,ERR1081385,250,12739893250,PRJEB1254,Illumina HiSeq 2000,14544823,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081385.unmapped_marked_adapters.bam,Astatotilapia calliptera 'Itupi',AC,,MalinskyData
SAMEA3388876,ERR1081386,250,14138194250,PRJEB1254,Illumina HiSeq 2000,14544835,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081386.unmapped_marked_adapters.bam,Astatotilapia calliptera 'Itupi',AC,,MalinskyData
SAMEA3388877,ERR1081387,250,14231757500,PRJEB1254,Illumina HiSeq 2000,14544847,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081387.unmapped_marked_adapters.bam,Astatotilapia calliptera 'Itupi',AC,,MalinskyData
SAMEA3388878,ERR1081388,250,13497580250,PRJEB1254,Illumina HiSeq 2000,14544859,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081388.unmapped_marked_adapters.bam,Astatotilapia calliptera 'Itupi',AC,,MalinskyData
SAMEA2661311,ERR755297,250,6720851750,PRJEB1254,Illumina HiSeq 2000,12334710,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR755297.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine,,MalinskyData
SAMEA2661332,ERR755299,250,6143990500,PRJEB1254,Illumina HiSeq 2000,12334734,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR755299.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine,,MalinskyData
SAMEA2661340,ERR755300,250,6331343500,PRJEB1254,Illumina HiSeq 2000,12334746,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR755300.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine,,MalinskyData
SAMEA2661356,ERR755302,250,6420031250,PRJEB1254,Illumina HiSeq 2000,12334770,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR755302.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine,,MalinskyData
SAMEA2661372,ERR755305,250,6182144750,PRJEB1254,Illumina HiSeq 2000,12334711,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR755305.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661416,ERR755307,250,5897607000,PRJEB1254,Illumina HiSeq 2000,12334735,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR755307.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine,,MalinskyData
SAMEA2661302,ERR755296,250,7256672750,PRJEB1254,Illumina HiSeq 2000,12334698,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR755296.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine,,MalinskyData
SAMEA2661323,ERR755298,250,6812965500,PRJEB1254,Illumina HiSeq 2000,12334722,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR755298.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine,,MalinskyData
SAMEA2661348,ERR755301,250,6441971750,PRJEB1254,Illumina HiSeq 2000,12334758,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR755301.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine,,MalinskyData
SAMEA2661361,ERR755303,250,6524617750,PRJEB1254,Illumina HiSeq 2000,12334782,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR755303.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine,,MalinskyData
SAMEA2661364,ERR755304,250,6503625500,PRJEB1254,Illumina HiSeq 2000,12334699,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR755304.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine,,MalinskyData
SAMEA2661401,ERR755306,250,6108458000,PRJEB1254,Illumina HiSeq 2000,12334723,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR755306.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA1877464,ERR266450,200,5075754600,PRJEB1254,Illumina HiSeq 2000,6526384,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266450.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877494,ERR266451,200,5553444200,PRJEB1254,Illumina HiSeq 2000,6526396,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266451.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877472,ERR266452,200,4028533200,PRJEB1254,Illumina HiSeq 2000,6526408,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266452.unmapped_marked_adapters.bam,Otopharynx brooksi nkhata,Shallow_Benthic,,MalinskyData
SAMEA1877447,ERR266454,200,5349108400,PRJEB1254,Illumina HiSeq 2000,6526432,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266454.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877436,ERR266457,200,4653035000,PRJEB1254,Illumina HiSeq 2000,6526468,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266457.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877442,ERR266459,200,4390296200,PRJEB1254,Illumina HiSeq 2000,6526397,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266459.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877433,ERR266461,200,4950482800,PRJEB1254,Illumina HiSeq 2000,6526421,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266461.unmapped_marked_adapters.bam,Mylochromis anaphyrmus,Shallow_Benthic,,MalinskyData
SAMEA1877469,ERR266463,200,5025224400,PRJEB1254,Illumina HiSeq 2000,6526445,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266463.unmapped_marked_adapters.bam,Placidochromis vulgaris,Outlier,,MalinskyData
SAMEA1877459,ERR266465,200,3984108400,PRJEB1254,Illumina HiSeq 2000,6526469,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266465.unmapped_marked_adapters.bam,Tremitochranus placodon,Shallow_Benthic,,MalinskyData
SAMEA1877472,ERR266468,200,4383072600,PRJEB1254,Illumina HiSeq 2000,6526408,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266468.unmapped_marked_adapters.bam,Otopharynx brooksi nkhata,Shallow_Benthic,,MalinskyData
SAMEA1877447,ERR266470,200,5848255400,PRJEB1254,Illumina HiSeq 2000,6526432,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266470.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877425,ERR266471,200,4401577400,PRJEB1254,Illumina HiSeq 2000,6526444,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266471.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877436,ERR266473,200,5070658200,PRJEB1254,Illumina HiSeq 2000,6526468,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266473.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877472,ERR266476,200,4399130800,PRJEB1254,Illumina HiSeq 2000,6526408,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266476.unmapped_marked_adapters.bam,Otopharynx brooksi nkhata,Shallow_Benthic,,MalinskyData
SAMEA1877447,ERR266478,200,5869789800,PRJEB1254,Illumina HiSeq 2000,6526432,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266478.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877414,ERR266484,200,6006707200,PRJEB1254,Illumina HiSeq 2000,6526409,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266484.unmapped_marked_adapters.bam,Buccochromis rhoadesii,Shallow_Benthic,,MalinskyData
SAMEA1877497,ERR266486,200,3815601600,PRJEB1254,Illumina HiSeq 2000,6526433,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266486.unmapped_marked_adapters.bam,Copadichromis mloto,Utaka,,MalinskyData
SAMEA1877407,ERR266488,200,5617908600,PRJEB1254,Illumina HiSeq 2000,6526457,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266488.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877414,ERR266492,200,5998263600,PRJEB1254,Illumina HiSeq 2000,6526409,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266492.unmapped_marked_adapters.bam,Buccochromis rhoadesii,Shallow_Benthic,,MalinskyData
SAMEA1877459,ERR266497,200,4287239000,PRJEB1254,Illumina HiSeq 2000,6526469,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266497.unmapped_marked_adapters.bam,Tremitochranus placodon,Shallow_Benthic,,MalinskyData
SAMEA1877429,ERR266498,200,5152679800,PRJEB1254,Illumina HiSeq 2000,6526386,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266498.unmapped_marked_adapters.bam,Alticorpus macrocleithrum,Deep_Benthic,,MalinskyData
SAMEA1877409,ERR266500,200,4835192200,PRJEB1254,Illumina HiSeq 2000,6526410,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266500.unmapped_marked_adapters.bam,Placidochromis electra,Shallow_Benthic,,MalinskyData
SAMEA1877451,ERR266503,200,5003809800,PRJEB1254,Illumina HiSeq 2000,6526446,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266503.unmapped_marked_adapters.bam,Placidochromis johnstoni,Shallow_Benthic,,MalinskyData
SAMEA1877476,ERR266505,200,4805381600,PRJEB1254,Illumina HiSeq 2000,6526470,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266505.unmapped_marked_adapters.bam,Nimbochromis polystigma,Shallow_Benthic,,MalinskyData
SAMEA1877489,ERR266506,200,7818601000,PRJEB1254,Illumina HiSeq 2000,6526387,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266506.unmapped_marked_adapters.bam,Aulonocara stuartgranti maisoni,Deep_Benthic,,MalinskyData
SAMEA1877402,ERR266508,200,3892042800,PRJEB1254,Illumina HiSeq 2000,6526411,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266508.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877417,ERR266510,200,3232931200,PRJEB1254,Illumina HiSeq 2000,6526435,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266510.unmapped_marked_adapters.bam,Lethrinops albus,Shallow_Benthic,,MalinskyData
SAMEA1877400,ERR266453,200,5176539600,PRJEB1254,Illumina HiSeq 2000,6526420,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266453.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877425,ERR266455,200,4072263000,PRJEB1254,Illumina HiSeq 2000,6526444,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266455.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877511,ERR266456,200,4458923600,PRJEB1254,Illumina HiSeq 2000,6526456,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266456.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877404,ERR266458,200,5100484200,PRJEB1254,Illumina HiSeq 2000,6526385,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266458.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877414,ERR266460,200,5585513000,PRJEB1254,Illumina HiSeq 2000,6526409,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266460.unmapped_marked_adapters.bam,Buccochromis rhoadesii,Shallow_Benthic,,MalinskyData
SAMEA1877497,ERR266462,200,3519972800,PRJEB1254,Illumina HiSeq 2000,6526433,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266462.unmapped_marked_adapters.bam,Copadichromis mloto,Utaka,,MalinskyData
SAMEA1877407,ERR266464,200,5203921400,PRJEB1254,Illumina HiSeq 2000,6526457,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266464.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877464,ERR266466,200,5532330800,PRJEB1254,Illumina HiSeq 2000,6526384,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266466.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877494,ERR266467,200,6063854800,PRJEB1254,Illumina HiSeq 2000,6526396,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266467.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877400,ERR266469,200,5636573600,PRJEB1254,Illumina HiSeq 2000,6526420,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266469.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877511,ERR266472,200,4879521800,PRJEB1254,Illumina HiSeq 2000,6526456,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266472.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877464,ERR266474,200,5550245200,PRJEB1254,Illumina HiSeq 2000,6526384,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266474.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877494,ERR266475,200,6082277200,PRJEB1254,Illumina HiSeq 2000,6526396,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266475.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877400,ERR266477,200,5652390800,PRJEB1254,Illumina HiSeq 2000,6526420,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266477.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877425,ERR266479,200,4418611600,PRJEB1254,Illumina HiSeq 2000,6526444,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266479.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877511,ERR266480,200,4896102200,PRJEB1254,Illumina HiSeq 2000,6526456,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266480.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877436,ERR266481,200,5088042600,PRJEB1254,Illumina HiSeq 2000,6526468,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266481.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877404,ERR266482,200,5505039000,PRJEB1254,Illumina HiSeq 2000,6526385,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266482.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877442,ERR266483,200,4685458200,PRJEB1254,Illumina HiSeq 2000,6526397,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266483.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877433,ERR266485,200,5329249000,PRJEB1254,Illumina HiSeq 2000,6526421,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266485.unmapped_marked_adapters.bam,Mylochromis anaphyrmus,Shallow_Benthic,,MalinskyData
SAMEA1877469,ERR266487,200,5423115200,PRJEB1254,Illumina HiSeq 2000,6526445,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266487.unmapped_marked_adapters.bam,Placidochromis vulgaris,Shallow_Benthic,,MalinskyData
SAMEA1877459,ERR266489,200,4296104200,PRJEB1254,Illumina HiSeq 2000,6526469,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266489.unmapped_marked_adapters.bam,Tremitochranus placodon,Shallow_Benthic,,MalinskyData
SAMEA1877404,ERR266490,200,5491139200,PRJEB1254,Illumina HiSeq 2000,6526385,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266490.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine,,MalinskyData
SAMEA1877442,ERR266491,200,4676948800,PRJEB1254,Illumina HiSeq 2000,6526397,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266491.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877433,ERR266493,200,5323354800,PRJEB1254,Illumina HiSeq 2000,6526421,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266493.unmapped_marked_adapters.bam,Mylochromis anaphyrmus,Shallow_Benthic,,MalinskyData
SAMEA1877497,ERR266494,200,3805895800,PRJEB1254,Illumina HiSeq 2000,6526433,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266494.unmapped_marked_adapters.bam,Copadichromis mloto,Utaka,,MalinskyData
SAMEA1877469,ERR266495,200,5409299000,PRJEB1254,Illumina HiSeq 2000,6526445,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266495.unmapped_marked_adapters.bam,Placidochromis vulgaris,Shallow_Benthic,,MalinskyData
SAMEA1877407,ERR266496,200,5606992600,PRJEB1254,Illumina HiSeq 2000,6526457,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266496.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877480,ERR266499,200,6781763600,PRJEB1254,Illumina HiSeq 2000,6526398,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266499.unmapped_marked_adapters.bam,Placidochromis milomo,Shallow_Benthic,,MalinskyData
SAMEA1877421,ERR266501,200,4232290800,PRJEB1254,Illumina HiSeq 2000,6526422,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266501.unmapped_marked_adapters.bam,Nimbochromis livingstoni,Shallow_Benthic,,MalinskyData
SAMEA1877499,ERR266502,200,4853734000,PRJEB1254,Illumina HiSeq 2000,6526434,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266502.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1877411,ERR266504,200,5127348600,PRJEB1254,Illumina HiSeq 2000,6526458,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266504.unmapped_marked_adapters.bam,Nimbochromis linni,Shallow_Benthic,,MalinskyData
SAMEA1877440,ERR266507,200,5145911200,PRJEB1254,Illumina HiSeq 2000,6526399,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266507.unmapped_marked_adapters.bam,Aulonocara steveni,Deep_Benthic,,MalinskyData
SAMEA1877507,ERR266509,200,6061612600,PRJEB1254,Illumina HiSeq 2000,6526423,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266509.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine,,MalinskyData
SAMEA1877503,ERR266511,200,5206411000,PRJEB1254,Illumina HiSeq 2000,6526447,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266511.unmapped_marked_adapters.bam,Otopharynx tetrastigma,Shallow_Benthic,,MalinskyData
SAMEA1877455,ERR266512,200,6116996800,PRJEB1254,Illumina HiSeq 2000,6526459,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266512.unmapped_marked_adapters.bam,Lethrinops auritus,Shallow_Benthic,,MalinskyData
SAMEA1877484,ERR266513,200,5049163400,PRJEB1254,Illumina HiSeq 2000,6526471,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR266513.unmapped_marked_adapters.bam,Lethrinops gossei,Deep_Benthic,,MalinskyData
SAMEA1904323,ERR299198,200,4500521800,PRJEB1254,Illumina HiSeq 2000,6811013,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299198.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1904328,ERR299200,200,4325104000,PRJEB1254,Illumina HiSeq 2000,6811037,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299200.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920092,ERR303339,200,5049652400,PRJEB1254,Illumina HiSeq 2000,6813829,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303339.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920090,ERR303340,200,4830346000,PRJEB1254,Illumina HiSeq 2000,6813841,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303340.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920091,ERR303341,200,4684295600,PRJEB1254,Illumina HiSeq 2000,6813853,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303341.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920093,ERR303342,200,5028579800,PRJEB1254,Illumina HiSeq 2000,6813865,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303342.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920094,ERR303343,200,4754124600,PRJEB1254,Illumina HiSeq 2000,6813877,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303343.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920095,ERR303344,200,3876351400,PRJEB1254,Illumina HiSeq 2000,6813794,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303344.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920096,ERR303345,200,4350677000,PRJEB1254,Illumina HiSeq 2000,6813806,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303345.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920097,ERR303346,200,4806175600,PRJEB1254,Illumina HiSeq 2000,6813818,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303346.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920098,ERR303347,200,4324736200,PRJEB1254,Illumina HiSeq 2000,6813830,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303347.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920092,ERR303348,200,5066808600,PRJEB1254,Illumina HiSeq 2000,6813829,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303348.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920090,ERR303349,200,4842671400,PRJEB1254,Illumina HiSeq 2000,6813841,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303349.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
